PREC_ID,PREC_NAME,COUNTY_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
01-11,PRECINCT 01-11,92,725,1061,880,2334,39,0,6,30,0,234,23
17-02,PRECINCT 17-02,92,684,454,647,966,422,2,24,58,0,288,25
17-06,PRECINCT 17-06,92,1002,686,800,1309,695,10,21,91,1,340,21
01-33,PRECINCT 01-33,92,758,460,645,1540,45,2,7,34,0,212,23
04-07,PRECINCT 04-07,92,712,1087,1103,2500,48,1,16,87,0,188,62
01-07,PRECINCT 01-07A,92,238,27,70,63,202,2,7,16,0,36,9
01-10,PRECINCT 01-10,92,652,339,579,1406,23,0,5,11,1,117,7
07-03,PRECINCT 07-03,92,596,423,666,1371,111,2,10,25,0,148,18
07-07,PRECINCT 07-07A,92,306,190,141,611,3,0,2,2,0,17,2
013,NORLINA,93,370,85,125,278,260,4,1,6,0,28,3
006,SANDY CREEK,93,791,161,208,348,689,8,2,17,0,94,2
010,WEST WARRENTON,93,1234,128,273,396,1101,13,4,20,0,97,4
007,SHOCCO,93,517,108,154,249,452,4,4,10,0,59,1
003,HAWTREE,93,581,147,153,358,460,1,0,4,0,56,2
UNVERIFIED,UNVERIFIED,93,1912,348,429,1137,1381,75,9,21,0,63,3
009,JUDKINS,93,336,78,102,222,250,8,1,4,0,31,0
005,NUTBUSH,93,818,121,166,252,767,2,4,7,0,73,0
004,SMITH CREEK,93,522,119,124,288,418,5,4,6,0,44,0
012,ROANOKE,93,199,376,309,755,72,0,3,7,0,46,1
014,EAST WARRENTON,93,918,97,201,357,764,13,4,9,0,68,1
001,RIVER,93,426,320,313,707,247,10,3,8,0,83,1
002,SIXPOUND,93,339,248,256,583,179,3,2,3,0,70,3
008,FISHING CREEK,93,887,50,165,105,436,451,11,8,1,85,5
011,FORK,93,235,53,49,104,196,7,4,5,0,19,2
LM,LEES MILL,94,1212,218,326,621,1004,2,3,13,0,112,1
UNVERIFIED,UNVERIFIED,94,1237,183,298,818,841,1,6,12,0,37,3
P3,PLYMOUTH 3,94,1316,416,518,1186,915,2,7,9,0,127,4
P1,PLYMOUTH 1,94,816,135,237,372,723,2,5,6,0,74,6
SC,SCUPPERNONG,94,573,248,257,682,308,2,2,13,0,68,3
SK,SKINNERSVILLE,94,377,172,242,481,248,2,1,6,0,53,0
P2,PLYMOUTH 2,94,693,86,188,238,646,0,4,8,0,69,2
11,MEAT CAMP,95,519,857,915,2071,20,4,4,16,0,172,4
07,BRUSHY FORK,95,1113,945,1880,3202,84,4,45,66,0,510,27
UNVERIFIED,UNVERIFIED,95,2988,2702,4273,8896,291,16,179,165,0,318,98
06,BOONE 2,95,885,473,1571,2193,84,14,87,73,1,436,41
20,BEECH MOUNTAIN,95,102,246,221,500,1,0,2,2,0,64,0
15,NEW RIVER III,95,1111,980,1697,3154,77,1,39,64,0,406,47
05,BOONE 1,95,664,233,889,1428,73,4,20,24,0,228,9
03,BLOWING ROCK,95,696,974,1013,2416,14,4,11,28,0,201,9
14,NEW RIVER II,95,956,858,1530,2724,81,3,48,49,0,416,23
18,STONY FORK,95,328,818,643,1613,10,0,9,7,0,145,5
12,BOONE 3,95,944,500,1538,2121,196,7,99,106,2,398,53
04,BLUE RIDGE,95,886,1294,1437,3214,32,5,13,41,0,279,33
10,LAUREL CREEK,95,251,408,417,978,5,0,4,6,0,83,0
19,WATAUGA,95,711,1121,1318,2797,27,1,13,40,0,263,9
13,NEW RIVER I,95,991,660,1540,2490,86,4,34,63,0,482,32
08,COVE CREEK,95,509,894,829,2070,5,4,7,14,0,126,6
17,SHAWNEEHAW,95,156,253,239,588,4,2,2,4,0,46,2
01,BALD MOUNTAIN,95,129,205,176,457,2,0,1,5,0,45,0
02,BEAVER DAM,95,220,437,373,956,4,0,2,6,0,62,0
16,NORTH FORK,95,23,79,62,155,0,0,1,1,0,7,0
09,ELK,95,102,228,257,545,2,0,1,3,0,36,0
2530,2530,96,1612,942,781,1610,1344,7,8,105,0,256,5
07,07,96,1438,1728,1245,2770,1011,4,23,116,0,464,23
12,12,96,1553,864,946,1513,1327,5,28,108,0,329,53
21,21,96,1049,293,443,601,954,2,12,38,0,171,7
22,22,96,856,488,496,866,665,5,11,64,0,197,32
09,09,96,652,1163,716,1848,351,2,10,76,0,213,31
15,15,96,959,1228,935,1931,609,1,17,223,1,333,7
06,06,96,976,890,652,1392,821,4,9,66,0,202,24
16,16,96,815,812,596,1318,605,3,10,82,0,196,9
29,29,96,1010,307,464,617,952,2,9,22,0,172,7
01,01,96,709,868,545,1420,462,2,4,51,0,179,4
05,05,96,873,1676,979,2571,523,10,19,83,0,281,41
18,18,96,922,163,397,291,975,7,13,19,0,174,3
UNVERIFIED,UNVERIFIED,96,6323,3592,2668,7043,4608,37,90,208,0,539,58
11,11,96,1295,619,622,1036,1139,4,10,87,0,214,46
1920,1920,96,2145,191,758,308,2358,3,27,67,0,325,6
02,02,96,899,1559,913,2389,565,8,16,87,0,296,10
24,24,96,525,1346,641,2125,128,4,7,57,0,190,1
13,13,96,1019,407,483,679,972,5,13,73,0,154,13
04,04,96,1052,2057,1264,3134,666,4,18,105,0,425,21
23,23,96,683,568,605,981,543,1,12,90,0,201,28
26,26,96,1087,561,605,921,962,9,8,166,0,177,10
14,14,96,834,1421,840,2255,407,2,17,107,0,287,20
28,28,96,1193,1148,978,1779,824,7,11,359,0,327,12
17,17,96,896,85,388,147,1007,0,7,44,0,155,9
03,03,96,732,1523,965,2392,368,8,14,100,0,325,13
10,10,96,1109,269,440,393,1175,3,6,44,0,188,9
27,27,96,970,244,355,409,949,2,5,79,0,123,2
08,08,96,701,1298,826,2058,378,6,10,90,0,274,9
112,MORAVIAN FALLS,97,319,1092,607,1749,52,2,11,37,0,160,7
109,FERGUSON,97,195,402,174,661,46,1,3,7,0,51,2
117,NEW CASTLE,97,193,671,269,988,44,2,0,10,0,89,0
119,REDDIES RIVER,97,622,2111,1124,3469,13,4,9,39,0,319,4
129,WILKESBORO #3,97,426,1020,481,1633,97,3,9,34,0,144,7
122,SOMERS,97,48,534,141,663,2,1,2,1,0,54,0
101,ANTIOCH,97,136,350,200,608,31,0,2,1,0,44,0
108,FAIRPLAINS,97,377,622,477,1118,181,0,9,45,0,123,0
107,EDWARDS #3,97,417,1567,635,2313,10,2,5,23,0,266,0
UNVERIFIED,UNVERIFIED,97,1775,3047,1196,5517,340,1,17,66,0,71,6
115A,MULBERRY,97,501,2121,957,3223,38,2,11,32,0,269,4
127,WILKESBORO #1,97,583,929,585,1674,174,4,8,40,0,169,28
123,TRAPHILL #1,97,97,530,187,732,11,1,5,4,0,61,0
121,ROCK CREEK #2,97,303,1058,569,1710,40,1,3,18,0,157,1
111,MILLERS CREEK,97,324,995,553,1675,15,0,6,17,0,152,7
102,BOOMER,97,309,742,463,1228,135,2,4,14,0,126,5
128,WILKESBORO #2,97,519,1326,655,1991,240,5,9,37,0,215,3
103,BRUSHY MOUNTAIN,97,67,271,150,450,3,0,0,4,0,31,0
120,ROCK CREEK #1,97,243,1015,445,1562,8,1,3,13,0,116,0
114,MULBERRY #1,97,87,371,208,613,1,1,2,6,0,42,1
124,TRAPHILL #2,97,157,746,356,1124,4,2,1,9,0,119,0
113A,MOUNT PLEASANT,97,381,1066,569,1857,4,3,2,7,0,141,2
126,WALNUT GROVE,97,78,490,177,677,1,0,2,6,0,59,0
118,NORTH WILKESBORO,97,676,853,739,1740,248,6,16,56,0,196,6
106,EDWARDS #2,97,176,478,205,729,58,1,0,5,0,63,3
104,CRICKET,97,304,853,515,1445,37,2,7,39,0,135,7
105,EDWARDS #1,97,157,673,307,1005,24,3,1,8,0,95,1
125,UNION,97,119,438,202,684,5,0,0,3,0,66,1
PRSA,SARATOGA,98,545,233,256,506,405,3,3,26,0,91,0
PRWD,WILSON D,98,582,579,565,1351,221,5,4,22,0,122,1
PRTA,TAYLORS,98,2738,1921,1918,3669,2021,10,27,197,0,591,62
PRSP,SPRING HILL,98,660,756,615,1374,395,2,9,57,0,192,2
PRWM,WILSON M,98,1983,1077,1252,2187,1649,3,16,96,0,324,37
PRWN,WILSON N,98,1913,118,401,149,2056,5,8,47,0,162,5
UNVERIFIED,UNVERIFIED,98,4807,1626,1476,3954,3515,9,32,138,0,244,17
PRWP,WILSON P,98,629,554,497,1117,362,8,2,61,0,103,27
PRWC,WILSON C,98,1280,110,291,195,1320,3,6,45,0,109,3
PROL,OLDFIELDS,98,1153,1469,1195,2762,522,6,18,119,0,383,7
PRWL,WILSON L,98,1069,680,707,1369,803,0,8,59,0,191,26
PRWA,WILSON A,98,663,92,301,220,644,4,6,45,0,135,2
PRWK,WILSON K,98,562,502,462,1098,291,0,2,27,0,101,7
PRBL,BLACK CREEK,98,774,1027,810,1910,414,5,10,57,0,210,5
PRWB,WILSON B,98,873,70,244,101,952,1,5,36,0,91,1
PRTO,TOISNOT,98,1669,1060,958,1964,1382,10,5,45,0,275,6
PRWI,WILSON I,98,1132,283,426,508,1095,3,8,59,0,160,8
PRWJ,WILSON J,98,1961,791,886,1633,1591,9,8,88,0,278,31
PRGA,GARDNERS,98,1020,636,621,1148,821,3,12,82,0,208,3
PRCR,CROSSROADS,98,791,899,718,1632,472,7,5,57,0,232,3
PRWE,WILSON E,98,914,193,375,422,898,2,9,49,0,102,0
PRWQ,WILSON Q,98,522,27,113,15,567,0,1,21,0,57,1
PRWR,WILSON R,98,1270,115,389,184,1330,4,9,46,0,199,2
PRST,STANTONSBURG,98,626,341,352,645,519,6,5,33,0,109,2
PRWH,WILSON H,98,710,33,158,23,797,1,1,23,0,56,0
SFAL,SOUTH FALL CREEK,99,207,1014,423,1471,27,2,2,29,0,113,0
UNVERIFIED,UNVERIFIED,99,733,1681,682,2891,121,4,7,18,0,52,3
EBND,EAST BEND,99,296,1273,688,1919,30,3,4,32,0,262,7
FBSH,FORBUSH,99,393,1743,802,2548,67,2,3,43,0,271,4
SBCK,SOUTH BUCK SHOALS,99,107,474,223,727,5,1,2,11,0,58,0
DCRK,DEEP CREEK,99,261,1003,615,1599,27,2,5,70,0,169,7
NBCK,NORTH BUCK SHOALS,99,168,841,331,1136,17,3,3,37,0,138,6
BNVL,BOONVILLE,99,416,1593,795,2388,114,1,2,40,0,256,3
NLIB,NORTH LIBERTY,99,536,1890,1121,2971,138,4,8,136,0,283,7
NKNB,NORTH KNOBS,99,504,1506,767,2221,211,6,8,55,0,272,4
SLIB,SOUTH LIBERTY,99,251,1231,579,1826,49,2,1,29,0,152,2
NFAL,NORTH FALL CREEK,99,116,622,308,945,18,0,0,7,0,75,1
SKNB,SOUTH KNOBS,99,108,731,315,1047,5,2,6,11,0,82,1
04 RAM,RAMSEYTOWN,100,85,127,124,298,0,2,1,0,0,34,1
01 BUR,BURNSVILLE,100,1089,1150,1058,2922,58,5,7,21,0,272,12
08 CRA,CRABTREE,100,724,1023,713,2285,2,2,5,8,0,156,2
07 BRU,BRUSH CREEK,100,122,128,148,352,0,1,1,3,0,41,0
09 SOU,SOUTH TOE,100,663,652,569,1700,2,3,5,9,0,163,2
UNVERIFIED,UNVERIFIED,100,969,777,499,2167,15,5,5,9,0,41,3
11 PRI,PRICES CREEK,100,288,550,369,1107,1,2,2,2,0,91,2
03 EGY,EGYPT,100,161,192,192,492,0,1,3,2,0,47,0
02 CAN,CANE RIVER,100,394,544,504,1289,2,0,2,5,0,140,4
06 JAC,JACKS CREEK,100,512,492,437,1304,8,3,1,9,0,115,1
10 PEN,PENSACOLA,100,134,221,196,506,1,0,2,3,0,38,1
05 GRE,GREEN MOUNTAIN,100,156,178,118,425,0,1,1,0,0,24,1
