PREC_ID,PREC_NAME,DEM,REP,OTHER,W,B,I,M,O,P,U,A
BULL,BULL HEAD,390,192,221,414,283,1,3,36,0,66,0
SH#1,SNOW HILL 1,861,256,458,777,671,5,3,20,0,92,7
SHIN,SHINE,651,362,462,860,397,0,3,60,0,155,0
BEAR,BEAR GARDEN,363,207,250,532,220,1,3,23,0,41,0
ARBA,ARBA,503,176,224,400,403,1,2,25,0,71,1
MAUR,MAURY,780,306,448,783,593,1,7,35,0,112,3
WALS,WALSTONBURG,489,216,268,510,329,1,1,54,0,77,1
SUGG,SUGG,443,213,276,507,324,0,2,24,0,73,2
G08,G08,1504,291,616,482,1423,14,24,98,0,213,157
G58,G58,1157,199,555,384,1069,5,19,109,0,256,69
H26,H26,669,689,731,1333,385,3,19,83,0,208,58
G31,G31,549,382,564,1199,103,4,14,27,0,133,15
G65,G65,1093,509,946,1246,750,7,23,141,0,285,96
H09,H09,1212,87,398,109,1347,2,15,53,1,144,26
G29,G29,717,354,580,970,425,4,28,39,0,165,20
FR2,FR2,756,824,851,1703,318,8,17,66,0,218,101
G45,G45,847,96,1242,592,646,6,82,63,2,754,40
G74,G74,1647,53,418,40,1861,4,18,38,0,153,4
G02,G02,686,236,449,348,648,3,13,61,0,132,166
G17,G17,706,475,670,1510,101,1,10,40,0,163,26
H17,H17,711,211,382,438,628,4,15,51,0,149,19
H03,H03,2233,2248,2642,5018,1029,15,37,183,0,688,153
H01,H01,1519,862,1252,1802,1097,14,38,154,0,445,83
JEF3,JEF3,2604,424,889,803,2664,10,32,80,0,285,43
G13,G13,636,256,493,1101,128,4,14,20,0,109,9
G63,G63,906,355,608,903,651,2,14,54,0,212,33
G21,G21,1483,1012,1099,2135,972,17,22,80,1,298,69
MON3,MON3,1265,1925,1466,3341,794,11,25,77,0,365,43
G50,G50,2043,297,1138,699,1929,26,55,158,0,539,72
NCLAY1,NCLAY1,748,1048,697,1751,513,2,11,29,0,166,21
G06,G06,1125,47,337,52,1293,0,10,30,0,117,7
JEF4,JEF4,791,668,586,1201,568,8,14,45,0,178,31
G53,G53,1995,113,687,241,2158,15,19,71,0,273,18
G47,G47,1354,218,1067,931,1127,15,51,92,0,375,48
G40A2,G40A2,549,333,449,920,248,2,8,37,0,98,18
H06,H06,2180,1667,2264,3697,1281,14,46,229,1,669,174
SF4,SF4,831,1455,1372,2839,251,4,20,94,0,301,149
H10,H10,2950,1397,2247,3150,2321,15,43,169,0,748,148
H27-A,H27-A,652,682,731,1288,352,5,8,89,0,168,155
G04,G04,1408,85,496,142,1555,9,22,43,0,196,22
G61,G61,1235,251,556,466,1124,7,24,88,0,244,89
MON2A,MON2A,1995,465,974,919,2036,10,28,95,0,323,23
G10,G10,1849,316,798,576,1897,7,18,113,0,286,66
G72,G72,1857,109,648,142,2005,8,36,102,0,284,37
H02,H02,1288,2407,2114,4717,415,6,27,93,0,472,79
G67,G67,978,43,697,83,1206,6,31,33,0,355,4
G37,G37,1429,374,923,1052,1159,3,24,145,0,308,35
G07,G07,1292,325,692,588,1255,4,21,77,0,243,121
GIB,GIB,895,887,897,1695,586,8,16,27,0,335,12
G16,G16,570,401,481,1318,29,0,5,14,0,81,5
RC2,RC2,2046,1647,1784,2911,1581,13,33,109,0,768,62
STOK,STOK,779,2076,1535,3569,236,10,23,102,0,389,61
SUM2,SUM2,1273,472,640,853,1200,14,19,66,0,212,21
CG1,CG1,1087,703,990,1763,581,4,18,73,0,285,56
NCGR1,NCGR1,751,1426,1225,2771,247,4,10,69,0,238,63
FR5B,FR5B,376,488,514,1030,160,3,8,40,0,113,24
SF1,SF1,651,1493,1265,2751,173,9,12,71,0,273,120
OR2,OR2,510,1214,991,2160,151,8,10,71,0,211,104
H28,H28,1136,764,911,1490,861,6,18,102,0,249,85
H12,H12,1424,1754,1863,3734,642,7,19,83,1,512,43
G09,G09,1983,290,940,613,2047,9,34,102,1,332,75
RC1,RC1,1524,1060,1105,1964,1238,8,22,74,0,361,22
FEN1,FEN1,2150,687,937,1289,2024,15,32,77,0,301,36
SDRI,SDRI,1437,2242,1987,3875,739,11,31,207,0,561,242
NMAD,NMAD,1235,884,857,1502,1047,7,20,87,0,291,22
OR1,OR1,762,1853,1321,3231,185,9,12,83,0,324,92
NCLAY2,NCLAY2,324,716,419,1242,77,12,7,17,0,89,15
G24,G24,681,302,542,849,403,4,19,46,0,185,19
H23,H23,435,533,419,974,202,1,6,38,0,129,37
G71,G71,1820,77,592,66,2084,4,34,45,0,229,27
G54,G54,1856,144,702,370,1888,7,23,97,0,297,20
H20A,H20A,530,368,416,716,344,5,14,45,0,157,33
CG3B,CG3B,1036,884,1045,2067,522,3,19,82,0,198,74
JAM4,JAM4,668,1203,857,2041,286,9,14,76,0,228,74
H21,H21,508,501,474,940,298,0,14,33,0,152,46
G60,G60,1159,268,605,540,989,7,35,117,0,227,117
G33,G33,569,534,542,1462,49,2,8,15,0,92,17
G20,G20,909,785,848,2048,228,2,15,37,0,186,26
G22,G22,524,690,564,1523,95,6,8,26,0,104,16
G55,G55,1621,202,521,393,1643,9,13,64,0,182,40
G46,G46,2221,87,832,146,2509,8,38,55,0,372,12
GR,GR,410,1362,778,2208,89,5,5,23,0,217,3
H18,H18,1207,260,454,467,1146,5,17,58,1,173,54
H15,H15,794,586,634,1079,540,6,18,86,0,243,42
H27-B,H27-B,736,631,754,1182,400,7,14,114,0,234,170
G36,G36,825,422,703,1296,384,6,11,67,0,156,30
G49,G49,667,127,475,447,579,3,16,56,0,149,19
G41B,G41B,753,577,706,1417,291,6,13,91,0,139,79
G38,G38,1032,528,824,1533,475,3,21,86,0,216,50
G43,G43,1587,471,1057,1246,1238,8,36,128,0,423,36
G48,G48,1688,335,1288,1663,941,11,65,71,0,531,29
H19B,H19B,439,267,305,579,295,1,15,23,0,82,16
JAM2,JAM2,616,607,632,1307,312,0,10,53,0,114,59
G70,G70,1843,45,764,38,2155,7,40,43,0,364,5
G28,G28,455,296,377,801,178,2,8,27,0,97,15
H04,H04,2386,2046,2542,4402,1064,19,44,266,0,848,331
H25,H25,1007,1311,1084,2306,582,3,29,118,0,243,121
G11,G11,802,252,698,1309,169,11,18,32,0,196,17
JAM1,JAM1,857,1075,933,2127,411,4,14,59,0,201,49
H22,H22,653,359,417,654,534,5,9,50,0,147,30
G34,G34,600,575,587,1556,79,1,8,22,0,81,15
G64,G64,1499,391,941,956,1314,13,36,110,0,351,51
H29A,H29A,1082,532,787,1135,785,7,14,102,0,254,104
G25,G25,746,462,577,1228,372,5,5,33,0,129,13
G62,G62,721,289,546,749,476,8,17,81,0,164,61
G41A,G41A,562,370,565,927,297,1,16,51,0,187,18
G26,G26,1710,454,1080,1250,1479,5,32,114,0,273,91
G27,G27,1080,921,1006,2223,452,4,11,64,0,199,54
G66,G66,970,568,902,1336,609,8,15,110,0,238,124
G57,G57,1225,189,452,352,1187,10,26,69,0,154,68
G05,G05,1145,49,289,36,1306,5,15,19,0,89,13
G44,G44,1189,204,1100,1260,633,4,54,55,0,451,36
H08,H08,2181,2494,2715,5578,1018,15,32,96,1,597,53
FR1,FR1,2223,937,1493,1905,1744,15,51,178,0,602,158
MON1,MON1,1589,507,851,944,1558,4,21,87,0,306,27
G01,G01,775,50,493,364,717,2,23,18,0,182,12
G69,G69,1628,129,754,486,1640,5,55,48,0,253,24
G42B,G42B,445,303,240,882,43,0,2,12,0,43,6
G75,G75,1298,88,369,153,1404,4,16,41,0,110,27
G39,G39,613,320,527,1034,153,1,48,48,0,142,34
G59,G59,876,196,382,328,792,9,16,69,0,166,74
G40B,G40B,530,479,574,1097,228,3,14,46,0,146,49
G19,G19,528,569,506,1325,113,4,3,21,0,118,19
H20B,H20B,432,398,406,821,251,0,9,28,0,96,31
H07,H07,1049,127,343,141,1129,2,14,36,0,173,24
H11,H11,2983,2617,3586,5854,1777,17,71,178,0,1189,100
FR5A,FR5A,691,689,848,1551,335,5,20,80,0,191,46
H14,H14,378,683,410,1181,110,2,8,27,0,99,44
H13,H13,1522,2475,2287,5266,374,8,14,72,0,485,65
NDRI,NDRI,481,1276,935,2174,129,12,14,57,1,234,71
SF3,SF3,837,1107,1076,2159,355,8,19,102,0,262,115
G68,G68,1010,25,876,22,1292,2,25,23,1,544,2
G40A1,G40A1,519,517,620,1259,151,2,17,48,0,120,59
G42A,G42A,582,484,502,1135,251,2,14,46,0,101,19
SMAD,SMAD,940,921,744,1604,700,14,21,43,0,212,11
CG3A,CG3A,656,496,629,1287,246,2,6,52,1,147,40
H29B,H29B,1130,659,1011,1456,765,9,23,99,0,374,74
JEF1,JEF1,1302,987,893,1688,1108,8,12,56,0,288,22
SUM1,SUM1,1326,461,581,799,1183,8,18,78,0,215,67
G73,G73,1215,29,290,47,1332,1,18,22,0,108,6
H05,H05,2389,1744,2032,3806,1468,8,30,144,0,587,122
G52,G52,1403,114,454,251,1462,8,19,47,0,159,25
G03,G03,1449,98,466,114,1625,8,23,48,0,181,14
G56,G56,972,262,443,345,845,4,11,96,0,158,218
FR3,FR3,521,506,540,1055,262,6,14,61,0,130,39
FR4,FR4,474,602,498,1224,150,0,8,44,0,122,26
G51,G51,992,304,571,603,795,15,17,74,0,205,158
G30,G30,553,625,549,1465,84,1,8,43,0,91,35
H19A,H19A,879,117,301,235,855,1,16,43,0,131,16
G23,G23,635,318,567,1029,289,2,15,25,0,140,20
H16,H16,438,443,458,914,216,4,8,37,0,114,46
PG2,PG2,543,1330,732,2165,230,8,6,21,0,165,10
NCGR2,NCGR2,462,1173,854,2074,144,4,10,53,0,164,40
G14,G14,542,187,435,1022,35,0,10,7,0,78,12
CG2,CG2,737,749,854,1733,273,3,9,80,0,198,44
G15,G15,602,236,516,1131,53,2,6,26,0,126,10
SCLAY,SCLAY,408,1036,561,1767,82,8,7,9,0,131,1
G12,G12,563,141,432,874,99,1,16,23,0,115,8
G35,G35,486,320,411,1089,25,0,5,14,0,65,19
NWASH,NWASH,213,690,323,1073,61,2,3,7,0,79,1
JEF2,JEF2,1479,573,836,1108,1335,8,20,74,0,322,21
H24,H24,766,862,745,1601,399,7,15,73,0,192,86
FEN2,FEN2,549,849,602,1532,281,5,11,23,0,139,9
MON2B,MON2B,957,326,501,692,888,1,12,31,0,148,12
SF2,SF2,335,843,580,1528,65,3,7,19,0,128,8
G18,G18,386,499,422,1189,24,1,4,6,0,76,7
SUM3,SUM3,291,580,364,999,83,4,10,37,0,93,9
SUM4,SUM4,275,1090,568,1724,68,10,4,13,0,110,4
JAM3,JAM3,648,756,570,1291,348,4,14,77,0,142,98
SWASH,SWASH,186,476,335,832,73,1,2,5,0,82,2
PG1,PG1,578,725,533,1260,372,4,9,36,0,147,8
G32,G32,816,793,774,1955,167,6,9,56,0,120,70
JAM5,JAM5,305,743,449,1111,71,3,7,41,0,176,88
RINGW,RINGWOOD,1089,88,148,137,1052,30,7,17,0,75,7
RRCE,ROANOKE RAPIDS CENTRAL,1304,687,1099,1892,916,14,7,24,0,220,17
RR 10,ROANOKE RAPIDS 10,1206,410,985,1509,818,14,17,37,0,167,39
RR1-2,ROANOKE RAPIDS 1-2,593,216,517,753,447,6,7,22,0,86,5
LIT,LITTLETON,1613,554,794,1418,1341,16,14,16,0,150,6
RR7-9,ROANOKE RAPIDS 7-9,2623,411,1014,1125,2577,12,17,23,0,289,5
WEL 3,WELDON 3,1518,259,479,610,1447,13,9,15,0,160,2
RR 11,ROANOKE RAPIDS 11,1083,501,946,1509,815,16,7,29,0,140,14
FAUCT,FAUCETT,609,223,317,656,433,6,2,7,0,43,2
ENF1,ENFIELD 1,1728,138,303,368,1678,5,5,13,0,99,1
HAL,HALIFAX,930,103,262,345,867,3,5,12,0,60,3
WEL1-2,WELDON 1-2,1087,105,328,296,1108,3,5,8,0,98,2
SN,SCOTLAND NECK,1746,239,399,553,1624,1,7,11,0,183,5
CONC,CONOCONNARA,251,39,66,104,220,1,2,5,0,24,0
HPR,HOBGOOD,671,189,167,389,546,3,3,10,0,75,1
RR3-4,ROANOKE RAPIDS 3-4,794,488,893,1657,322,9,9,20,0,144,14
ENF 2,ENFIELD 2,1114,84,147,138,1130,2,3,2,0,67,3
HOL,HOLLISTER,1827,98,286,118,985,899,18,34,1,118,38
BUTWD,BUTTERWOOD,233,60,97,165,184,7,4,3,0,27,0
PR01,ANDERSON CREEK,3246,3446,3823,5416,2479,70,106,504,5,1805,130
PR25,EAST AVERASBORO,1582,1135,764,1608,1370,25,14,56,0,393,15
PR24,COATS/GROVE,1706,3080,1756,4635,791,31,30,235,1,809,10
PR07,BARBECUE,3780,4433,5237,7341,2724,70,130,645,4,2379,157
PR20,STEWARTS CREEK,1365,794,681,1125,1243,38,17,55,0,355,7
PR16,JOHNSONVILLE,1992,2062,2595,3419,1483,36,64,373,2,1237,35
PR32,CENTRAL HARNETT NEILLS CREEK,1151,1634,1288,2788,528,18,25,96,0,584,34
PR08,BLACK RIVER,2018,2811,2392,4749,994,26,38,285,0,1105,24
PR28,NORTHWEST HARNETT,1411,2876,2019,4513,534,15,35,117,1,1070,21
PR23,BOONE TRAIL,1888,1975,1678,3808,825,24,37,188,0,643,16
PR29,WEST AVERASBORO,1756,1924,1159,2973,1172,38,22,97,0,524,13
PR31,CENTRAL HARNETT LILLINGTON,1278,682,709,1326,885,15,12,61,1,363,6
PR26,ERWIN/DUKE,1201,1762,971,2747,628,34,18,92,0,406,9
SA,SAUNOOK,688,664,737,1934,4,5,6,11,0,122,7
CR,CRABTREE,525,500,494,1436,2,1,3,6,0,67,4
BE56,BEAVERDAM 5/6,586,552,622,1508,117,2,5,12,0,112,4
AC,ALLENS CREEK,667,713,760,1938,11,8,6,20,0,143,14
BE-7,BEAVERDAM 7,329,442,393,1082,8,4,3,6,0,60,1
WS-1,WAYNESVILLE SOUTH 1,774,643,786,2016,38,2,4,19,0,114,10
IH,IVY HILL,1137,1550,1476,3847,17,12,8,29,0,226,24
ID,IRON DUFF,323,320,316,890,1,0,3,3,0,60,2
WE,WAYNESVILLE EAST,561,412,536,1402,3,5,3,15,0,77,4
JC,JONATHAN CREEK,930,1137,1262,3077,7,7,6,18,0,211,3
P,PIGEON,651,1090,836,2427,7,10,5,10,0,114,4
PC,PIGEON CENTER,256,465,386,1031,4,3,2,3,0,63,1
HA,HAZELWOOD,367,287,364,896,24,3,2,11,0,79,3
BE-4,BEAVERDAM 4,455,614,594,1515,19,2,3,19,0,101,4
BE-3,BEAVERDAM 3,538,712,658,1753,6,7,5,12,0,118,7
CL-N,CLYDE NORTH,651,691,772,1882,24,3,10,20,0,174,1
WO,WHITE OAK,79,114,107,272,1,4,1,1,0,20,1
LJ,LAKE JUNALUSKA,698,528,654,1760,10,3,2,9,0,88,8
CL-S,CLYDE SOUTH,747,858,868,2200,33,8,11,19,0,196,6
BE-1,BEAVERDAM 1,345,480,445,1164,11,7,1,4,0,81,2
FC-1,FINES CREEK 1,233,276,257,708,3,0,2,5,0,48,0
EF,EAST FORK,516,861,846,2043,5,2,4,21,0,145,3
WS-2,WAYNESVILLE SOUTH 2,596,495,621,1551,42,2,5,8,0,99,5
WW,WAYNESVILLE WEST,538,535,613,1539,13,5,3,12,0,109,5
BE-2,BEAVERDAM 2,373,402,433,1071,14,7,6,17,0,88,5
WC,WAYNESVILLE CENTER,250,175,262,599,27,3,4,8,0,44,2
FC-2,FINES CREEK 2,45,48,65,149,0,1,0,0,0,8,0
CE,CECIL,72,195,132,369,1,1,1,0,0,27,0
BC,BIG CREEK,11,8,6,25,0,0,0,0,0,0,0
BK,BRICKTON,380,505,621,1042,171,2,9,30,0,217,35
ES,ETOWAH SOUTH,454,827,995,1989,37,3,11,29,0,198,9
RG,RUGBY,464,957,983,2108,29,4,7,37,0,202,17
NW,NORTHWEST,483,742,911,1800,58,3,9,36,0,224,6
NE,NORTHEAST,493,693,862,1601,129,9,15,63,1,206,24
FR,FLAT ROCK,620,1190,1408,2974,13,3,6,24,0,189,9
EF,EAST FLAT ROCK,557,1008,1106,2120,128,5,27,93,0,287,11
LP,LAUREL PARK,450,612,821,1720,12,1,4,12,0,122,12
HS,HORSE SHOE,479,995,1081,2285,33,2,8,33,0,189,5
HV-1,HENDERSONVILLE-1,632,681,1120,2100,94,4,11,29,0,186,9
HC,HOOPERS CREEK,686,1304,1445,2836,87,9,15,50,0,412,26
FL,FLETCHER,1092,1493,1881,3475,154,13,21,87,0,658,58
SM,SOUTH MILLS RIVER,649,1536,1591,3309,30,3,13,36,0,377,8
HV-3,HENDERSONVILLE-3,777,681,1217,2153,182,4,17,50,0,261,8
SB,SOUTH BLUE RIDGE,475,1377,1267,2739,32,2,17,56,0,265,8
ED,EDNEYVILLE,506,1218,1197,2481,62,5,10,50,0,300,13
CC,CLEAR CREEK,733,1570,1722,3397,88,8,21,72,0,410,29
LJ,LONG JOHN MOUNTAIN,456,742,915,1922,16,3,7,14,0,144,7
BC,BAT CAVE,208,323,430,841,8,1,3,12,0,92,4
MG,MOORES GROVE,237,417,478,943,42,1,12,27,0,101,6
NM,NORTH MILLS RIVER,584,1163,1305,2631,41,5,5,44,0,315,11
PV,PISGAH VIEW,447,719,937,1870,27,2,9,17,0,170,8
AT,ATKINSON,596,1305,1450,3055,27,4,7,31,0,215,12
GR,GREEN RIVER,399,1289,952,2440,21,3,7,22,0,138,9
HV-2,HENDERSONVILLE-2,793,712,1095,1884,336,5,28,79,0,247,21
EV,ETOWAH VALLEY,497,1115,1072,2377,15,4,10,22,0,242,14
AR,ARMORY,335,536,698,1345,20,5,4,27,0,162,6
PR,PARK RIDGE,552,1085,1207,2357,75,5,4,58,0,328,17
GM,GRIMESDALE,271,465,568,1058,72,2,8,29,0,125,10
RR,RAVEN ROCK,196,408,428,916,5,1,5,12,0,92,1
CV,CAROLINA VILLAGE,86,244,233,542,0,0,1,3,0,16,1
SW,SOUTHWEST,1029,2966,2151,5405,178,5,17,65,0,449,27
SE,SOUTHEAST,2092,3095,2039,5173,1123,22,29,168,1,697,13
CB,CRAB CREEK,193,562,519,1149,8,2,2,8,0,99,6
NB,NORTH BLUE RIDGE,697,1638,1730,3303,86,11,31,152,0,471,11
A2,AHOSKIE 2,1191,270,501,776,1038,7,11,16,0,111,3
M1,MURFREESBORO 1,1676,219,571,709,1522,3,16,32,0,175,9
HV,HARRELLSVILLE,506,118,184,359,387,3,1,5,1,52,0
A1,AHOSKIE 1,1414,198,400,615,1234,17,6,23,0,100,17
ML,MILLENNIUM,219,103,203,361,118,1,5,6,0,34,0
M2,MURFREESBORO 2,759,110,201,325,673,1,7,9,0,55,0
WN,WINTON,881,88,219,291,780,32,7,9,1,67,1
UN,UNION,572,100,188,308,486,7,3,7,0,47,2
SJ,ST JOHN,2108,370,1112,2248,868,6,25,82,0,281,80
BR,BRYANTVILLE,309,29,72,92,300,0,0,2,0,16,0
CM,COMO,238,100,128,265,165,3,2,5,0,24,2
A3,AHOSKIE 3,1041,52,184,56,1136,13,7,5,0,57,3
CO,COFIELD,385,47,90,117,363,6,3,2,0,30,1
63,RAEFORD #3,1840,558,1064,984,1715,78,25,248,0,392,20
12,ROCKFISH,1200,1303,1486,2181,966,91,52,267,2,400,30
14,WAYSIDE,2101,995,1739,1562,2053,49,54,423,7,627,60
03,BLUE SPRINGS,513,143,258,229,397,184,2,32,0,63,7
05,MCCAIN,611,401,556,812,455,92,17,62,0,120,10
61,RAEFORD #1,849,213,380,554,685,45,6,46,0,94,12
06B,PUPPY CREEK,1545,1227,1702,2013,1419,54,50,351,3,519,65
15,PHILIPPI,1182,593,977,959,1127,34,27,187,0,376,42
64,RAEFORD #4,964,398,665,831,798,87,13,90,0,189,19
13,STONEWALL,481,379,486,747,285,143,10,64,2,88,7
62,RAEFORD #2,489,151,298,407,388,44,5,39,0,51,4
04,BUCHAN,376,330,290,559,300,57,3,20,0,54,3
65,RAEFORD #5,535,12,95,12,593,3,1,5,0,28,0
01,ALLENDALE,178,72,150,52,93,205,3,20,0,26,1
02,ANTIOCH,1092,285,571,375,570,794,18,54,0,127,10
OCK,OCRACOKE,357,104,306,674,2,0,4,7,0,79,1
SLAD,SLADESVILLE,131,50,98,178,87,0,1,0,0,13,0
SQ,SWAN QUARTER,243,59,156,317,108,1,2,2,0,28,0
ENG,ENGELHARD,236,112,132,306,129,0,2,5,0,38,0
BM,BURGESS MILL,53,117,110,253,2,0,0,1,0,24,0
FF,FAIRFIELD,166,39,87,204,70,0,0,0,0,18,0
LL,LAKE LANDING,222,68,116,212,165,0,1,3,0,25,0
BA,BARRINGER,961,2378,1926,4192,399,6,20,63,0,567,18
CC4,CODDLE CREEK #4,1427,2870,2871,5519,396,13,27,180,0,954,79
ST1,STATESVILLE #1,1105,1453,1391,2637,657,6,21,163,0,394,71
DV1-A,DAVIDSON #1-A,1721,4566,4027,8166,429,24,39,252,0,1239,165
CC1,CODDLE CREEK #1,1504,2527,2632,4964,635,9,27,153,0,833,42
DV1-B,DAVIDSON #1-B,1267,4990,3822,8739,148,17,28,164,0,865,118
CC3,CODDLE CREEK #3,2115,3720,3864,7323,921,16,42,213,0,1108,76
ST2,STATESVILLE #2,1046,1029,1151,2054,674,7,15,89,0,349,38
CC2,CODDLE CREEK #2,1681,2195,2680,4454,1046,15,31,133,0,814,63
CD,CONCORD,946,2211,1650,3795,419,8,24,100,0,415,46
ST3,STATESVILLE #3,1471,1012,1086,1715,1340,9,20,82,0,390,13
TB,TURNERSBURG,539,1057,772,1789,279,3,10,41,0,244,2
DV2-B,DAVIDSON #2-B,1023,2334,2370,4382,273,16,15,117,0,821,103
ST5,STATESVILLE #5,1178,935,1002,1833,892,7,13,61,0,287,22
SH-A,SHILOH-A,591,1473,918,2502,165,7,9,46,0,224,29
ST6,STATESVILLE #6,1642,1169,1251,1974,1495,5,18,99,0,443,28
EM,EAGLE MILLS,204,648,348,1000,71,3,3,13,0,110,0
DV2-A,DAVIDSON #2-A,593,2061,1590,3615,48,7,16,80,1,442,35
CH-A,CHAMBERSBURG-A,686,975,700,1637,446,2,6,35,0,212,23
ST4,STATESVILLE #4,982,1040,949,2110,554,1,17,46,0,227,16
CH-B,CHAMBERSBURG-B,619,1219,1058,2196,254,2,15,87,0,320,22
FT,FALLSTOWN,1422,3558,2640,6115,635,9,20,80,0,726,35
CS,COOL SPRINGS,607,1214,810,2015,309,2,11,53,0,215,26
OL,OLIN,224,678,374,1120,41,0,0,7,0,106,2
UG,UNION GROVE,1292,4715,2501,7317,195,23,13,228,0,701,31
BE,BETHANY,1160,2313,1623,4028,506,6,32,115,0,370,39
NH,NEW HOPE,170,678,356,1112,5,2,1,6,0,78,0
SB,SHARPESBURG,305,967,571,1630,66,1,5,8,0,132,1
SH-B,SHILOH-B,549,1503,1010,2629,181,5,5,31,0,194,17
SDC,SYLVA DILLSBORO COMBINED,2112,1400,2171,4854,110,63,26,103,0,477,50
GLV,GLENVILLE,365,748,681,1641,3,3,2,19,0,125,1
CAS,CASHIERS,427,790,729,1791,4,4,5,19,0,111,12
QUA,QUALLA,1140,1012,1352,1859,28,1160,27,89,0,277,64
CUL,CULLOWHEE,1922,1320,3022,4551,419,36,149,100,1,969,39
SAV,SAVANNAH,355,369,405,993,8,16,2,9,0,94,7
GCK,GREENS CREEK,363,328,382,960,7,12,7,7,0,73,7
SCC,SCOTTS CREEK COMBINED,562,501,623,1485,9,19,4,12,0,152,5
WEB,WEBSTER,845,461,692,1794,14,17,8,22,0,128,15
BCK,BARKERS CREEK,375,519,473,1204,9,28,5,10,1,107,3
CFK,CANEY FORK,200,153,224,528,0,4,1,10,0,32,2
RIV,RIVER,283,204,295,719,1,2,2,8,0,47,3
CAN,CANADA,128,178,162,422,4,3,1,3,0,33,2
PR32,NORTH WILDERS,765,1357,1151,2394,317,5,19,75,0,452,11
PR10A,NORTH CLAYTON 1,1447,901,1185,1880,950,7,23,82,0,575,16
PR34,SOUTH CLAYTON,2613,2070,2536,4084,1787,23,43,231,0,1014,37
PR11B,WEST CLAYTON 2,1648,1697,2005,3391,971,7,29,126,1,791,34
PR09,EAST CLAYTON,1506,2080,2096,4023,762,11,16,119,2,706,43
PR07,NORTH BOON HILL,686,1359,848,2225,349,1,14,50,0,244,10
PR12A,NORTH CLEVELAND 1,1653,1890,2025,3398,1045,19,39,145,0,868,54
PR29A,ARCHERS LODGE,1455,2699,2387,4801,627,22,29,134,1,885,42
PR22,PINE LEVEL,852,1425,930,2378,419,9,15,94,0,287,5
PR30,WILSONS MILLS,1403,1406,1522,2637,826,9,30,177,0,640,12
PR24,EAST SELMA,1174,539,779,1014,978,10,16,121,1,339,13
PR27B,NORTH SMITHFIELD 2,1031,1073,1011,1968,631,13,15,101,0,374,13
PR12B,NORTH CLEVELAND 2,1416,1948,1864,3523,801,15,37,127,0,690,35
PR20,NORTH ONEALS,1126,1423,1273,2307,691,12,20,108,0,672,12
PR31B,SOUTHWEST CLEVELAND,1659,2455,2403,4435,859,19,26,159,2,963,54
PR13,NORTH ELEVATION,630,1518,956,2370,278,9,14,60,0,360,13
PR29B,FLOWERS PLANTATION,2995,4352,4301,7976,1494,34,40,273,2,1740,89
PR23A,NORTH PLEASANT GROVE 1,968,1907,1662,3291,420,19,24,107,0,660,16
PR37,INGRAMS,1184,1814,1191,3137,498,11,24,134,0,375,10
PR25,WEST SELMA,1069,652,855,1230,792,9,17,162,0,360,6
PR31A,SOUTHEAST CLEVELAND,748,1301,1200,2313,404,6,14,79,0,414,19
PR11A,WEST CLAYTON 1,1025,1147,1041,2059,646,7,12,75,0,395,19
PR23B,NORTH PLEASANT GROVE 2,760,1505,1249,2535,354,10,12,89,1,505,8
PR35,BANNER,1315,2311,1253,3473,707,16,20,115,0,542,6
PR14,SOUTH ELEVATION,433,1351,865,2134,136,8,6,69,0,292,4
PR21,SOUTH ONEALS,589,1502,875,2332,171,9,10,95,0,344,5
PR10B,NORTH CLAYTON 2,677,1049,866,1865,284,4,9,47,2,367,14
PR38,MEADOW,436,1140,525,1739,93,7,5,51,0,205,1
PR28,SOUTH SMITHFIELD,1093,1563,1288,2867,517,9,14,112,0,410,15
PR36,BEULAH,775,1373,916,2283,422,9,9,61,0,276,4
PR33,SOUTH PLEASANT GROVE,788,2071,1405,3129,336,18,21,131,1,617,11
PR26,EAST SMITHFIELD,1302,564,733,1038,1055,7,30,111,0,348,10
PR19,MICRO,425,825,520,1374,182,9,7,32,0,163,3
PR27A,NORTH SMITHFIELD 1,805,541,541,1031,537,1,19,77,0,192,30
PR04,BENTONVILLE,383,471,327,809,215,4,4,46,0,103,0
PR08,SOUTH BOON HILL,428,1113,651,1808,116,2,9,43,1,211,2
P05,TRENTON,756,269,364,607,671,5,6,15,0,82,3
P07,WHITE OAK,591,360,329,635,515,1,7,11,0,107,4
P02,CHINQUAPIN,124,169,148,342,53,1,1,5,0,39,0
P06,TUCKAHOE,164,170,191,411,74,0,3,1,0,36,0
P04,POLLOCKSVILLE,711,659,548,1214,488,3,3,19,0,179,12
P03,CYPRESS CREEK,166,215,176,443,61,2,1,5,0,43,2
P01,BEAVER CREEK,256,209,218,416,194,0,1,8,0,64,0
D2,PRECINCT D2,1237,1316,1302,2997,305,12,18,119,0,375,29
D1,PRECINCT D1,1176,1526,1449,3055,441,17,26,124,1,444,43
A1,PRECINCT A1,2031,1064,1608,2366,1320,16,54,253,2,660,32
A2,PRECINCT A2,2653,895,1585,1848,1983,15,73,415,1,783,15
E2,PRECINCT E2,1367,1175,1530,2428,753,19,34,208,0,593,37
B2,PRECINCT B2,885,650,857,1308,516,7,17,110,1,417,16
C2,PRECINCT C2,1149,1642,1273,3055,417,19,31,113,2,415,12
E1,PRECINCT E1,787,919,855,1985,236,9,15,53,0,257,6
C1,PRECINCT C1,1283,1493,1552,2938,649,17,32,152,0,525,15
