,PREC_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
1216,GL,1081,285,1024,1695,113,8,23,80,0,358,113
1217,GLENWD,340,804,595,1629,11,2,2,12,0,72,11
1218,GLIS,185,219,262,512,39,3,4,25,0,82,1
1219,GLV,365,748,681,1641,3,3,2,19,0,125,1
1220,GM,271,465,568,1058,72,2,8,29,0,125,10
1221,GN,434,123,165,295,374,0,2,5,0,45,1
1222,GR,1833,4899,3104,8480,458,12,23,156,0,685,22
1223,GR06,642,503,470,911,498,9,4,43,0,147,3
1224,GRAPEV,361,302,445,1008,3,1,1,2,0,89,4
1225,GROVER,754,1537,908,2356,428,4,10,38,0,332,31
1226,GULL,640,158,240,357,443,0,3,8,0,218,9
1227,GW,47,132,113,280,2,0,1,1,0,8,0
1228,H,894,105,428,975,264,3,7,20,0,147,11
1229,H01,1519,862,1252,1802,1097,14,38,154,0,445,83
1230,H02,1288,2407,2114,4717,415,6,27,93,0,472,79
1231,H03,2233,2248,2642,5018,1029,15,37,183,0,688,153
1232,H04,2386,2046,2542,4402,1064,19,44,266,0,848,331
1233,H05,2389,1744,2032,3806,1468,8,30,144,0,587,122
1234,H06,2180,1667,2264,3697,1281,14,46,229,1,669,174
1235,H07,1049,127,343,141,1129,2,14,36,0,173,24
1236,H08,2181,2494,2715,5578,1018,15,32,96,1,597,53
1237,H09,1212,87,398,109,1347,2,15,53,1,144,26
1238,H10,2950,1397,2247,3150,2321,15,43,169,0,748,148
1239,H11,2983,2617,3586,5854,1777,17,71,178,0,1189,100
1240,H12,1424,1754,1863,3734,642,7,19,83,1,512,43
1241,H13,1522,2475,2287,5266,374,8,14,72,0,485,65
1242,H14,378,683,410,1181,110,2,8,27,0,99,44
1243,H15,794,586,634,1079,540,6,18,86,0,243,42
1244,H16,438,443,458,914,216,4,8,37,0,114,46
1245,H17,711,211,382,438,628,4,15,51,0,149,19
1246,H18,1207,260,454,467,1146,5,17,58,1,173,54
1247,H19A,879,117,301,235,855,1,16,43,0,131,16
1248,H19B,439,267,305,579,295,1,15,23,0,82,16
1249,H20A,530,368,416,716,344,5,14,45,0,157,33
1250,H20B,432,398,406,821,251,0,9,28,0,96,31
1251,H21,508,501,474,940,298,0,14,33,0,152,46
1252,H22,653,359,417,654,534,5,9,50,0,147,30
1253,H23,435,533,419,974,202,1,6,38,0,129,37
1254,H24,766,862,745,1601,399,7,15,73,0,192,86
1255,H25,1007,1311,1084,2306,582,3,29,118,0,243,121
1256,H26,669,689,731,1333,385,3,19,83,0,208,58
1257,H27-A,652,682,731,1288,352,5,8,89,0,168,155
1258,H27-B,736,631,754,1182,400,7,14,114,0,234,170
1259,H28,1136,764,911,1490,861,6,18,102,0,249,85
1260,H29A,1082,532,787,1135,785,7,14,102,0,254,104
1261,H29B,1130,659,1011,1456,765,9,23,99,0,374,74
1262,HA,367,287,364,896,24,3,2,11,0,79,3
1263,HAIS,209,490,255,873,0,0,0,1,0,80,0
1264,HAL,930,103,262,345,867,3,5,12,0,60,3
1265,HALL,547,396,395,800,373,1,9,23,0,130,2
1266,HANG,81,428,232,713,2,2,0,1,0,23,0
1267,HARR,974,371,273,538,854,3,4,52,0,167,0
1268,HAT,154,188,172,470,3,0,0,1,0,40,0
1269,HAY1,214,532,429,1084,12,2,1,8,0,66,2
1270,HAY2,256,674,505,1337,6,3,2,8,0,79,0
1271,HAYC,94,206,167,429,3,0,0,5,0,29,1
1272,HB,173,389,207,673,58,1,0,8,0,28,1
1273,HC,686,1304,1445,2836,87,9,15,50,0,412,26
1274,HC33,681,1645,1191,2989,60,2,13,79,0,366,8
1275,HE,693,298,660,1174,115,5,9,47,0,278,23
1276,HERR,97,518,137,642,36,9,1,18,0,45,1
1277,HF,1348,257,1273,2011,254,10,28,98,0,297,180
1278,HIAW,264,772,515,1426,9,3,2,7,0,103,1
1279,HIGGIN,293,694,527,1405,11,2,8,14,0,70,4
1280,HIWA,331,1095,608,1917,11,10,0,13,0,81,2
1281,HLWY,324,366,355,760,152,35,3,6,0,82,7
1282,HM,492,143,130,296,423,0,1,10,0,34,1
1283,HM05,1316,1846,1897,2923,1166,24,43,220,0,613,70
1284,HN14,483,1087,1060,1856,350,10,17,64,0,312,21
1285,HO,450,829,650,1442,195,2,5,24,0,254,7
1286,HOL,1827,98,286,118,985,899,18,34,1,118,38
1287,HOOK,362,167,211,396,252,0,1,33,0,58,0
1288,HOT SP,339,189,347,803,2,0,2,6,0,62,0
1289,HOTH,245,796,465,1410,10,2,2,9,0,69,4
1290,HPR,671,189,167,389,546,3,3,10,0,75,1
1291,HR17,451,1263,1210,2271,105,4,13,49,1,455,26
1292,HS,640,1025,1139,2364,188,2,9,33,0,203,5
1293,HTOP,478,88,142,210,405,1,4,16,0,70,2
1294,HU,829,2014,1410,3299,157,11,5,64,0,706,11
1295,HU20,515,1565,1473,2688,274,16,25,100,2,414,34
1296,HV,506,118,184,359,387,3,1,5,1,52,0
1297,HV-1,632,681,1120,2100,94,4,11,29,0,186,9
1298,HV-2,793,712,1095,1884,336,5,28,79,0,247,21
1299,HV-3,777,681,1217,2153,182,4,17,50,0,261,8
1300,I,525,631,477,1095,366,2,5,25,0,138,2
1301,ID,323,320,316,890,1,0,3,3,0,60,2
1302,IH,1137,1550,1476,3847,17,12,8,29,0,226,24
1303,INGO,555,383,238,503,417,2,3,98,0,153,0
1304,IR,747,1721,1228,3023,276,8,12,34,0,337,6
1305,IS20,271,858,576,1454,59,3,7,12,0,165,5
1306,IS23,571,1274,827,2119,239,5,6,30,0,268,5
1307,ISPK,348,711,632,1506,5,0,2,8,1,166,3
1308,IW,277,13,38,24,287,0,2,1,0,13,1
1309,J,804,498,502,1228,455,6,8,22,0,85,0
1310,JA01,1262,2105,2509,3414,946,17,73,314,3,1020,89
1311,JAM1,857,1075,933,2127,411,4,14,59,0,201,49
1312,JAM2,616,607,632,1307,312,0,10,53,0,114,59
1313,JAM3,648,756,570,1291,348,4,14,77,0,142,98
1314,JAM4,668,1203,857,2041,286,9,14,76,0,228,74
1315,JAM5,305,743,449,1111,71,3,7,41,0,176,88
1316,JARE,570,86,193,373,431,2,1,4,0,38,0
1317,JC,930,1137,1262,3077,7,7,6,18,0,211,3
1318,JEF1,1302,987,893,1688,1108,8,12,56,0,288,22
1319,JEF2,1479,573,836,1108,1335,8,20,74,0,322,21
1320,JEF3,2604,424,889,803,2664,10,32,80,0,285,43
1321,JEF4,791,668,586,1201,568,8,14,45,0,178,31
1322,K1,630,45,177,20,706,2,6,9,0,109,0
1323,K2,716,44,158,42,781,1,8,6,0,80,0
1324,K3,849,143,276,320,792,2,4,27,0,118,5
1325,K4,1176,549,697,1371,834,2,6,37,0,155,17
1326,K5,904,142,278,344,826,2,3,9,0,135,5
1327,K6,1434,156,348,214,1518,4,10,13,0,167,12
1328,K7,1215,170,295,262,1276,0,3,7,0,132,0
1329,K8,772,21,140,22,815,2,5,4,0,85,0
1330,K9,1195,282,375,612,1061,2,9,33,0,125,10
1331,KDH,1332,1895,2593,5063,60,12,12,104,0,540,29
1332,KEEN,379,563,344,906,177,9,5,58,0,125,6
1333,KENA,1536,651,782,1449,1173,4,14,51,0,270,8
1334,KFRK,687,668,397,960,405,135,10,80,1,154,7
1335,KI,137,473,450,993,0,1,2,6,0,57,1
1336,KINGST,558,145,188,325,504,0,2,3,0,56,1
1337,KITT,1804,940,922,2036,1235,7,19,51,0,317,1
1338,KM,1115,189,806,1648,99,2,21,49,0,237,54
1339,KM N,1493,1918,1399,3172,1013,9,12,40,0,546,18
1340,KM S,1418,1695,1285,2870,937,5,13,63,1,465,44
1341,KTHK,690,1124,1254,2746,21,1,10,34,1,248,7
1342,LAKE,1434,717,552,1007,1390,11,10,72,0,210,3
1343,LAKE G,483,405,437,839,388,3,0,5,0,86,4
1344,LASKER,105,36,105,186,50,1,0,2,0,6,1
1345,LATT,683,1228,817,2207,200,3,9,46,0,256,7
1346,LAUREL,330,233,356,824,1,0,4,6,0,84,0
1347,LAWNDL,738,456,502,1042,488,1,10,7,0,148,0
1348,LB,804,1101,787,1850,444,13,10,68,0,302,5
1349,LB34,594,1313,903,2416,56,3,7,54,0,267,7
1350,LC,1858,1421,1669,3547,537,16,47,114,0,601,86
1351,LC09,462,643,501,1123,298,4,7,31,1,140,2
1352,LEAS,335,103,208,349,237,0,2,6,0,52,0
1353,LI,1040,1515,1103,2811,525,7,7,22,0,282,4
1354,LI14,361,621,445,1194,66,0,3,20,0,138,6
1355,LI65,945,1311,1065,2118,650,26,22,105,2,362,36
1356,LILE,1407,302,448,760,1007,5,3,10,0,368,4
1357,LIT,1750,781,958,1896,1351,19,15,19,0,183,6
1358,LJ,1154,1270,1569,3682,26,6,9,23,0,232,15
1359,LK-2,1138,1200,989,2202,747,11,12,41,0,304,10
1360,LL,222,68,116,212,165,0,1,3,0,25,0
1361,LM,1212,218,326,621,1004,2,3,13,0,112,1
1362,LN11,568,520,559,1176,241,2,9,42,0,173,4
1363,LOCK,79,151,92,243,46,2,0,0,0,31,0
1364,LOCU,1009,460,444,858,859,2,5,21,1,164,3
1365,LP,450,612,821,1720,12,1,4,12,0,122,12
1366,LR,336,639,646,1457,12,0,2,10,0,140,0
1367,LR63,2372,665,1510,943,2379,28,75,312,4,753,53
1368,LRSL,367,914,595,1705,47,2,3,13,0,104,2
1369,LS12,632,557,596,1242,274,4,11,56,0,188,10
1370,LT18,790,2080,1791,3804,155,10,22,81,0,570,19
1371,LTR,562,1296,1115,2276,240,12,19,82,0,323,21
1372,LU16,321,478,347,826,163,4,4,32,0,115,2
1373,LW18,305,572,370,914,169,3,5,9,0,144,3
1374,LW31,785,1960,1611,3557,183,10,7,39,0,538,22
1375,M,363,720,595,1370,100,2,2,38,0,153,13
1376,M.COVE,268,769,578,1497,9,2,2,15,0,89,1
1377,M02,1585,2362,2484,5559,179,6,25,92,1,498,71
1378,M03,1259,1871,2092,4192,330,10,21,103,0,535,31
1379,M04,1941,2394,2837,5634,487,24,28,161,0,775,63
1380,M06,760,1143,1085,2534,87,1,14,66,1,253,32
1381,M07,533,890,880,2032,28,6,8,20,0,191,18
1382,M1,2096,340,739,1019,1868,3,17,34,0,225,9
1383,M2,1240,229,370,584,1110,2,8,16,0,119,0
1384,MA,1103,1550,1216,2933,470,1,20,64,0,378,3
1385,MAGN,698,335,317,536,521,1,6,81,0,205,0
1386,MAR 1,636,1160,989,2514,77,1,15,39,0,133,6
1387,MAR 2,542,402,451,1080,201,1,10,21,0,74,8
1388,MAR 3,202,364,309,791,8,1,3,20,1,48,3
1389,MAR 4,277,367,429,914,19,2,18,50,0,63,7
1390,MAR 5,217,390,435,924,16,2,10,17,0,72,1
1391,MARB,260,650,439,1248,7,12,1,12,0,67,2
1392,MARS H,1249,1124,1504,3287,114,7,34,51,0,377,7
1393,MASM,119,267,219,558,4,0,0,1,0,38,4
1394,MATO,1560,1447,1704,3927,348,6,13,74,0,335,8
1395,MAUR,780,306,448,783,593,1,7,35,0,112,3
1396,MB62,1629,370,983,555,1660,18,52,171,1,487,38
1397,MC,1842,1444,1240,2816,1197,4,16,85,0,381,27
1398,MCH110,3481,1408,3844,6574,347,16,50,143,1,1441,161
1399,MCRK,49,297,168,462,4,2,0,3,0,43,0
1400,MERR,143,199,140,404,34,0,0,5,0,36,3
1401,MG,237,417,478,943,42,1,12,27,0,101,6
1402,MH,3974,2499,2493,4933,3061,8,35,146,0,754,29
1403,MHD1,539,982,845,1887,199,1,9,17,0,236,17
1404,MHD2,679,1049,1014,2112,217,9,14,25,0,347,18
1405,MHD3,596,1466,1042,2716,111,2,8,28,1,228,10
1406,MHD4,467,1375,848,2379,15,4,4,21,0,246,21
1407,MIDD,1549,527,596,1214,1196,3,11,29,0,211,8
1408,MILT,1167,316,482,890,925,3,6,16,0,123,2
1409,MING,550,1295,563,1679,353,18,8,88,0,262,0
1410,ML,219,103,203,361,118,1,5,6,0,34,0
1411,ML23,262,478,433,826,197,7,4,18,0,120,1
1412,MM,906,104,193,254,713,0,2,9,0,220,5
1413,MON1,1589,507,851,944,1558,4,21,87,0,306,27
1414,MON2A,1995,465,974,919,2036,10,28,95,0,323,23
1415,MON2B,957,326,501,692,888,1,12,31,0,148,12
1416,MON3,1265,1925,1466,3341,794,11,25,77,0,365,43
1417,MR02,1346,527,1101,833,1262,21,38,233,1,496,90
1418,MRB-YO,376,687,468,1257,118,1,3,11,0,140,1
1419,MS,3648,2089,1964,3883,2973,13,34,129,0,651,18
1420,MT19,638,1601,1378,2916,184,6,8,31,0,449,23
1421,MT24,314,865,701,1505,119,2,5,33,0,206,10
1422,MTEN,1510,1580,1691,2989,901,10,32,111,0,718,20
1423,MTG,1086,277,353,652,904,3,4,13,0,117,23
1424,MTTZ,765,848,859,1862,306,1,8,28,1,260,6
1425,MULLS,443,904,566,1666,49,1,3,18,0,175,1
1426,MURN,432,852,750,1776,100,12,4,28,0,95,19
1427,MURS,415,1079,835,2123,17,14,5,29,0,122,19
1428,MY,834,2822,2488,5137,433,15,26,112,2,397,22
1429,N,1072,1065,813,1920,685,7,12,54,0,270,2
1430,N.COVE,154,410,247,755,4,1,3,3,0,41,4
1431,N1,911,523,690,1239,667,3,3,18,0,172,22
1432,N2,1221,275,614,658,1211,4,9,32,0,174,22
1433,N3N5,1525,925,1138,1905,1150,15,18,62,0,309,129
1434,N4,1917,1221,1532,2443,1420,11,24,136,1,471,164
1435,N6,1455,1499,1565,3186,798,12,23,73,0,298,129
1436,NB,1293,3349,2853,6203,168,19,36,202,0,841,26
1437,NB02,725,873,658,1544,451,6,3,35,0,212,5
1438,NB35,681,1975,1129,3359,61,4,3,32,0,320,6
1439,NBCK,168,841,331,1136,17,3,3,37,0,138,6
1440,NC,1429,131,974,2032,25,2,27,98,0,242,108
1441,NCGR1,751,1426,1225,2771,247,4,10,69,0,238,63
1442,NCGR2,462,1173,854,2074,144,4,10,53,0,164,40
1443,NCLAY1,748,1048,697,1751,513,2,11,29,0,166,21
1444,NCLAY2,324,716,419,1242,77,12,7,17,0,89,15
1445,NCRK,326,597,356,1070,106,1,3,8,0,89,2
1446,NDRI,481,1276,935,2174,129,12,14,57,1,234,71
1447,NE,493,693,862,1601,129,9,15,63,1,206,24
1448,NE22A,1164,1224,1626,2080,1083,18,28,193,1,552,59
1449,NE22B,1425,2034,2199,3392,1173,21,61,281,2,652,76
1450,NEBO,563,1095,877,2288,75,2,5,22,0,125,18
1451,NEW,776,519,616,1079,675,2,6,14,0,134,1
1452,NEW HO,636,832,836,1731,363,3,5,20,2,172,7
1453,NEWTOW,288,79,125,276,190,0,0,2,0,24,0
1454,NFAL,116,622,308,945,18,0,0,7,0,75,1
1455,NGHD,678,856,1108,2402,19,2,4,25,0,182,8
1456,NGRV,467,576,358,939,229,10,4,69,0,146,4
1457,NH,2005,1346,1114,2495,1576,7,12,44,0,329,2
1458,NH1,1472,94,318,162,1509,5,10,30,0,159,9
1459,NICANO,95,58,72,170,36,0,0,2,0,17,0
1460,NIX,1090,1293,1347,2741,671,5,16,49,0,233,15
1461,NKNB,504,1506,767,2221,211,6,8,55,0,272,4
1462,NLIB,536,1890,1121,2971,138,4,8,136,0,283,7
1463,NM,1101,3808,2471,6417,127,23,11,99,1,679,23
1464,NM13,169,559,389,936,77,2,3,14,0,83,2
1465,NMAD,1235,884,857,1502,1047,7,20,87,0,291,22
1466,NOID,504598,315846,325051,764979,275118,9220,9476,22290,3,53481,10927
1467,NORTH,1903,957,1743,3052,1004,12,29,61,0,427,18
1468,NPT1,613,1484,1267,2771,211,11,15,45,2,285,24
1469,NPT2,427,1359,1049,2380,109,6,5,33,0,286,16
1470,NR02,1022,248,687,505,1066,10,26,75,0,268,7
1471,NRIV,323,168,151,298,279,1,1,5,0,57,1
1472,NS,1381,213,1277,1547,417,6,70,56,0,604,171
1473,NSP,661,793,1121,2074,169,5,10,54,1,248,14
1474,NV,1011,200,292,416,895,4,10,28,0,142,8
1475,NW,483,742,911,1800,58,3,9,36,0,224,6
1476,NWASH,213,690,323,1073,61,2,3,7,0,79,1
1477,NWM117,2403,1244,2567,4509,414,12,36,142,0,962,139
1478,OAKGRV,654,1754,1057,2750,224,6,7,38,0,434,6
1479,OB21,305,1308,714,2022,49,4,4,34,0,201,13
1480,OCK,357,104,306,674,2,0,4,7,0,79,1
1481,OG,1556,672,1348,2828,223,8,31,84,0,361,41
1482,OKHL,600,288,320,689,430,1,2,9,0,77,0
1483,OL,224,678,374,1120,41,0,0,7,0,106,2
1484,OLDF,621,442,391,845,475,2,5,21,0,105,1
1485,OLHI,533,540,536,1255,206,7,7,16,0,116,2
1486,OPH,76,140,93,288,0,2,0,1,0,18,0
1487,OR1,762,1853,1321,3231,185,9,12,83,0,324,92
1488,OR2,510,1214,991,2160,151,8,10,71,0,211,104
1489,OTBEG,330,913,637,1706,6,7,4,6,0,150,1
1490,OW,1466,170,1145,1531,446,10,47,98,0,524,125
1491,P,651,1090,836,2427,7,10,5,10,0,114,4
1492,P01,256,209,218,416,194,0,1,8,0,64,0
1493,P01A,1797,1399,1350,2792,1082,41,16,134,0,474,7
1494,P02,124,169,148,342,53,1,1,5,0,39,0
1495,P02A,778,774,769,1326,538,2,18,76,0,352,9
1496,P02B,638,151,215,239,431,254,5,9,0,61,5
1497,P03,360,403,351,830,149,7,1,20,0,102,5
1498,P03A,554,659,611,1227,313,8,11,59,0,203,3
1499,P04,867,761,662,1433,602,5,4,24,0,210,12
1500,P04A,594,653,521,1050,349,4,11,143,0,205,6
1501,P05,899,397,495,929,716,7,6,17,0,113,3
1502,P05A,608,1551,787,2460,250,9,7,29,0,189,2
1503,P06,471,413,487,1043,234,5,5,5,0,77,2
1504,P06A,1459,767,740,1434,1179,16,18,55,0,259,5
1505,P07,2177,952,1202,2109,1840,52,14,49,0,263,4
1506,P07A,288,326,198,604,161,2,3,6,0,35,1
1507,P08,127,153,137,388,7,6,3,3,0,10,0
1508,P08A,3056,2114,1617,3675,2542,23,22,72,0,441,12
1509,P09,601,212,244,538,448,4,2,5,0,60,0
1510,P09A,599,443,383,849,460,5,8,18,0,82,3
1511,P1,816,135,237,372,723,2,5,6,0,74,6
1512,P10,464,499,506,1159,203,10,2,13,0,82,0
1513,P10A,1120,368,363,640,1026,34,10,18,1,119,3
1514,P11,280,271,275,639,97,7,1,15,0,66,1
1515,P11A,725,1508,778,2431,361,21,9,29,0,157,3
1516,P12,87,75,48,196,1,3,0,0,0,10,0
1517,P12A,514,264,201,407,480,9,5,7,0,67,4
1518,P13,193,203,237,520,36,4,0,12,0,61,0
1519,P13A,530,135,130,231,509,4,2,7,0,42,0
1520,P14,1494,1055,839,1776,1122,59,10,52,0,367,2
1521,P14A,563,593,369,920,438,8,6,28,0,117,8
1522,P15,1965,1187,1534,3019,1225,37,12,77,0,313,3
1523,P15A,1525,1546,1026,2510,1186,19,16,59,0,293,14
1524,P16A,1227,527,591,868,1151,14,20,61,1,209,21
1525,P16B,689,436,502,1009,181,287,5,10,0,127,8
1526,P17,687,176,262,386,565,68,8,22,0,76,0
1527,P17A,2489,816,1035,1567,2157,31,27,116,1,400,41
1528,P18,243,125,145,321,150,4,0,7,0,31,0
1529,P18A,1611,504,590,903,1414,25,11,62,0,264,26
1530,P19,1135,592,584,1299,797,16,8,31,0,151,9
1531,P19A,2622,1772,1333,3132,1956,17,22,147,0,407,46
1532,P2,693,86,188,238,646,0,4,8,0,69,2
1533,P201,455,400,558,1130,187,15,6,8,0,67,0
1534,P202,834,657,935,1724,525,38,12,29,0,98,0
1535,P20A,1906,898,820,1615,1625,17,11,66,0,268,22
1536,P21,401,345,327,693,276,9,9,13,0,69,4
1537,P21A,1820,445,763,924,1735,13,22,58,0,251,25
1538,P22A,2332,709,1091,1573,2101,30,23,51,0,350,4
1539,P23,901,556,588,1157,723,16,5,25,0,113,6
1540,P23A,2504,344,707,494,2650,18,18,35,1,334,5
1541,P24,560,651,722,1604,177,3,3,11,0,134,1
1542,P24A,1107,1294,755,2051,789,7,14,50,0,228,17
1543,P25,564,157,323,522,439,17,5,12,0,48,1
1544,P25B,320,500,470,1131,44,8,1,10,0,95,1
1545,P26B,1580,843,815,1794,1154,12,4,19,0,251,4
1546,P3,1316,416,518,1186,915,2,7,9,0,127,4
1547,P30,883,116,235,170,819,146,4,8,1,85,1
1548,P35,369,116,187,289,306,4,2,19,0,52,0
1549,P40,518,528,539,1152,276,12,5,18,0,121,1
1550,P45,178,157,128,330,78,3,3,19,0,30,0
1551,P501,1490,419,710,1193,1241,14,10,28,0,126,7
1552,P502,943,301,435,769,775,19,9,20,0,85,2
1553,P55,288,137,166,303,219,7,2,9,0,49,2
1554,P60,718,307,406,696,565,30,4,40,0,94,2
1555,P65,178,226,164,380,115,4,2,8,0,59,0
1556,P70,240,77,109,224,160,3,1,7,0,30,1
1557,P75,709,140,246,314,670,24,7,10,1,69,0
1558,P80,421,266,382,627,314,13,3,34,0,78,0
1559,PA,1452,478,1098,2341,118,4,36,91,0,340,98
1560,PANTE,406,422,239,671,290,0,1,12,0,92,1
1561,PARKVI,772,543,562,1156,569,4,5,13,0,130,0
1562,PB,735,1346,1665,3133,141,10,16,49,0,390,7
1563,PBF,809,829,880,1575,610,28,12,75,0,199,19
1564,PC,256,465,386,1031,4,3,2,3,0,63,1
1565,PC22,379,1373,851,2241,45,4,7,41,0,260,5
1566,PCHT,414,1108,719,2077,9,13,5,20,0,112,5
1567,PDN,742,1262,1370,2813,171,10,12,69,0,276,23
1568,PEAC,400,429,414,825,115,1,2,8,0,283,9
1569,PEE,263,617,347,988,80,2,1,17,0,121,18
1570,PELE,202,683,481,1182,4,3,2,15,0,153,7
1571,PELH,956,931,980,2100,543,4,9,23,0,180,8
1572,PF,289,436,527,1025,52,1,6,20,0,140,8
1573,PG1,578,725,533,1260,372,4,9,36,0,147,8
1574,PG2,543,1330,732,2165,230,8,6,21,0,165,10
1575,PH,716,465,586,1187,413,0,1,15,0,149,2
1576,PH1,162,268,172,482,34,2,5,20,0,59,0
1577,PH2,284,506,328,885,82,3,3,40,0,103,2
1578,PHA1,624,1432,1317,2804,146,9,15,76,0,291,32
1579,PHA2,265,1061,777,1920,33,7,5,22,0,98,18
1580,PHB1,566,1347,1226,2692,131,6,6,64,0,205,35
1581,PHB2,321,1155,857,2077,31,7,5,31,0,152,30
1582,PHC,842,1752,1684,3549,237,16,9,100,0,333,34
1583,PINET,150,437,240,739,38,0,1,5,0,43,1
1584,PIT113,3026,1420,2968,4942,1200,18,41,143,0,1010,60
1585,PL10,123,197,133,384,33,0,0,2,0,34,0
1586,PLEASA,458,953,645,1877,31,1,5,34,0,104,4
1587,PLVW,460,1520,600,2013,247,15,6,47,0,248,4
1588,PNTH,2029,811,1215,2011,1535,24,20,71,1,380,13
1589,POLK,484,219,236,449,270,0,3,7,0,205,5
1590,POLKVL,588,970,787,2016,93,2,6,24,0,202,2
1591,PP,529,689,793,1608,167,5,8,16,0,204,3
1592,PR,1268,4314,2831,7285,153,32,13,101,1,800,28
1593,PR01,4046,4968,4858,8062,2822,76,116,550,5,2110,131
1594,PR02,324,762,428,1320,61,0,3,12,0,112,6
1595,PR04,383,471,327,809,215,4,4,46,0,103,0
1596,PR07,4779,6869,6735,11427,3092,72,148,702,4,2769,169
1597,PR08,2673,4486,3395,7561,1150,29,49,338,1,1400,26
1598,PR09,1506,2080,2096,4023,762,11,16,119,2,706,43
1599,PR10A,1447,901,1185,1880,950,7,23,82,0,575,16
1600,PR10B,677,1049,866,1865,284,4,9,47,2,367,14
1601,PR11A,1025,1147,1041,2059,646,7,12,75,0,395,19
1602,PR11B,1648,1697,2005,3391,971,7,29,126,1,791,34
1603,PR12A,1653,1890,2025,3398,1045,19,39,145,0,868,54
1604,PR12B,1416,1948,1864,3523,801,15,37,127,0,690,35
1605,PR13,1093,3117,1825,5065,291,13,15,76,0,555,20
1606,PR14,1000,2779,1919,4748,217,14,12,107,0,585,15
1607,PR16,2564,2551,3109,4499,1788,37,67,415,2,1371,45
1608,PR17,425,776,548,1492,88,3,3,17,0,134,12
1609,PR18,766,1909,1146,3445,90,3,13,29,0,219,22
1610,PR19,425,825,520,1374,182,9,7,32,0,163,3
1611,PR20,2491,2217,1954,3432,1934,50,37,163,0,1027,19
1612,PR21,1065,3045,1667,4814,196,14,14,127,0,603,9
1613,PR22,1365,3078,1896,5161,473,13,24,131,0,526,11
1614,PR23,1888,1975,1678,3808,825,24,37,188,0,643,16
1615,PR23A,968,1907,1662,3291,420,19,24,107,0,660,16
1616,PR23B,760,1505,1249,2535,354,10,12,89,1,505,8
1617,PR24,3175,4596,3112,7267,1794,47,52,375,2,1318,28
1618,PR25,2967,2669,2167,4402,2191,38,37,232,0,876,27
1619,PR26,2503,2326,1704,3785,1683,41,48,203,0,754,19
1620,PR27A,805,541,541,1031,537,1,19,77,0,192,30
1621,PR27B,1031,1073,1011,1968,631,13,15,101,0,374,13
1622,PR28,2504,4439,3307,7380,1051,24,49,229,1,1480,36
1623,PR29,2541,3055,2118,5144,1494,41,35,170,0,807,23
1624,PR29A,1455,2699,2387,4801,627,22,29,134,1,885,42
1625,PR29B,2995,4352,4301,7976,1494,34,40,273,2,1740,89
1626,PR30,2415,2288,2305,4312,1463,10,55,261,0,891,16
1627,PR31,1690,1357,1147,2461,1123,15,17,79,1,490,8
1628,PR31A,748,1301,1200,2313,404,6,14,79,0,414,19
1629,PR31B,1659,2455,2403,4435,859,19,26,159,2,963,54
1630,PR32,2309,4310,3199,7400,879,27,52,179,0,1230,51
1631,PR33,1759,4984,3168,8140,416,26,32,209,1,1062,25
1632,PR34,3347,4465,4020,8131,1845,29,48,276,0,1430,73
1633,PR35,1667,3748,1960,5692,725,16,23,143,0,765,11
1634,PR36,775,1373,916,2283,422,9,9,61,0,276,4
1635,PR37,1184,1814,1191,3137,498,11,24,134,0,375,10
1636,PR38,436,1140,525,1739,93,7,5,51,0,205,1
1637,PRBL,774,1027,810,1910,414,5,10,57,0,210,5
1638,PRCR,791,899,718,1632,472,7,5,57,0,232,3
1639,PRGA,1020,636,621,1148,821,3,12,82,0,208,3
1640,PRO,1374,1619,1873,3533,809,7,23,88,0,373,33
1641,PROL,1153,1469,1195,2762,522,6,18,119,0,383,7
1642,PROVI,334,209,249,549,183,0,2,2,0,56,0
1643,PRSA,545,233,256,506,405,3,3,26,0,91,0
1644,PRSP,660,756,615,1374,395,2,9,57,0,192,2
1645,PRST,626,341,352,645,519,6,5,33,0,109,2
1646,PRTA,2738,1921,1918,3669,2021,10,27,197,0,591,62
1647,PRTO,1669,1060,958,1964,1382,10,5,45,0,275,6
1648,PRWA,663,92,301,220,644,4,6,45,0,135,2
1649,PRWB,873,70,244,101,952,1,5,36,0,91,1
1650,PRWC,1280,110,291,195,1320,3,6,45,0,109,3
1651,PRWD,582,579,565,1351,221,5,4,22,0,122,1
1652,PRWE,914,193,375,422,898,2,9,49,0,102,0
1653,PRWH,710,33,158,23,797,1,1,23,0,56,0
1654,PRWI,1132,283,426,508,1095,3,8,59,0,160,8
1655,PRWJ,1961,791,886,1633,1591,9,8,88,0,278,31
1656,PRWK,562,502,462,1098,291,0,2,27,0,101,7
1657,PRWL,1069,680,707,1369,803,0,8,59,0,191,26
1658,PRWM,1983,1077,1252,2187,1649,3,16,96,0,324,37
1659,PRWN,1913,118,401,149,2056,5,8,47,0,162,5
1660,PRWP,629,554,497,1117,362,8,2,61,0,103,27
1661,PRWQ,522,27,113,15,567,0,1,21,0,57,1
1662,PRWR,1270,115,389,184,1330,4,9,46,0,199,2
1663,PSJW3,853,205,368,417,830,2,4,35,0,136,2
1664,PV,447,719,937,1870,27,2,9,17,0,170,8
1665,QUA,1140,1012,1352,1859,28,1160,27,89,0,277,64
